state,account length,international plan,voice mail plan,number vmail messages,total day minutes,total day calls,total day charge,total eve minutes,total eve calls,total eve charge,total night minutes,total night calls,total night charge,total intl minutes,total intl calls,total intl charge,customer service calls,churn
MS,118,0,1,26,170.8,114,29.04,199.5,125,16.96,169.7,98,7.64,9.6,5,2.59,5,1
AL,60,1,1,29,265.9,113,45.2,215.8,94,18.34,108.1,82,4.86,14,12,3.78,0,1
SC,88,0,0,0,73.3,86,12.46,161.4,82,13.72,239.6,76,10.78,8.2,3,2.21,4,1
MN,152,1,1,20,237.5,120,40.38,253.4,94,21.54,265.2,80,11.93,14.2,3,3.83,9,1
WI,69,1,0,0,279.8,90,47.57,248.7,91,21.14,171,118,7.69,8.4,10,2.27,2,1
VT,95,1,1,41,136.8,91,23.26,200.8,61,17.07,133.7,67,6.02,10.3,9,2.78,5,1
AK,111,0,0,0,172.8,58,29.38,183.1,108,15.56,158.8,104,7.15,7.9,3,2.13,4,1
GA,44,0,0,0,288.1,112,48.98,258,92,21.93,192.4,90,8.66,10.2,4,2.75,3,1
MT,74,0,0,0,174.1,96,29.6,251.1,94,21.34,257.6,123,11.59,8.3,5,2.24,2,1
NC,133,1,1,32,221.1,137,37.59,264.9,99,22.52,168.9,108,7.6,15.4,4,4.16,2,1
WV,44,0,0,0,228.1,121,38.78,276.5,79,23.5,279.8,77,12.59,9.9,5,2.67,2,1
IN,113,0,0,0,209.4,151,35.6,347.3,113,29.52,246,116,11.07,7.4,2,2,1,1
SD,104,0,0,0,234.2,128,39.81,293.1,92,24.91,183.9,79,8.28,9.8,6,2.65,0,1
OK,101,0,0,0,89.7,118,15.25,260.1,79,22.11,170.1,93,7.65,13.5,11,3.65,5,1
MA,62,1,0,0,159.7,86,27.15,197.5,76,16.79,121.6,105,5.47,13.9,6,3.75,0,1
MO,112,0,0,0,335.5,77,57.04,212.5,109,18.06,265,132,11.93,12.7,8,3.43,2,1
NV,105,1,1,29,220.7,82,37.52,217.7,110,18.5,190.5,100,8.57,13.2,6,3.56,1,1
KS,110,1,0,0,293.3,79,49.86,188.5,90,16.02,266.9,91,12.01,14.5,4,3.92,0,1
NJ,95,1,1,37,220.2,109,37.43,185.3,99,15.75,205.1,82,9.23,4.1,2,1.11,0,1
GA,76,0,0,0,299.5,125,50.92,226.7,92,19.27,210.7,134,9.48,13.7,4,3.7,0,1
MO,79,0,0,0,261.7,97,44.49,210.6,48,17.9,256.7,83,11.55,6,3,1.62,3,1
CA,79,0,0,0,157.6,85,26.79,194.1,92,16.5,231.5,86,10.42,9.4,10,2.54,5,1
MT,109,0,0,0,264.7,69,45,305,120,25.93,197.4,86,8.88,9.5,9,2.57,1,1
TX,75,1,0,0,222.4,78,37.81,327,111,27.8,208,104,9.36,8.7,9,2.35,1,1
WV,115,1,0,0,249.9,95,42.48,242.5,104,20.61,151.7,121,6.83,15.3,6,4.13,1,1
UT,103,0,1,36,87.2,92,14.82,169.3,110,14.39,166.7,80,7.5,10.9,5,2.94,6,1
WY,94,0,0,0,271.2,105,46.1,202.6,105,17.22,221.6,51,9.97,11.5,3,3.11,3,1
UT,68,0,0,0,162.1,86,27.56,155,86,13.18,189.7,87,8.54,11,9,2.97,5,1
KY,91,1,0,0,145,89,24.65,175.8,102,14.94,223.7,151,10.07,16.7,3,4.51,2,1
PA,122,1,0,0,230.9,132,39.25,243.2,99,20.67,182.4,57,8.21,11,2,2.97,0,1
WI,149,1,1,28,126.9,97,21.57,166.9,102,14.19,145.2,77,6.53,8.8,3,2.38,5,1
MA,127,1,0,0,176.9,110,30.07,167.9,100,14.27,182.2,138,8.2,7.7,2,2.08,1,1
NJ,24,0,0,0,265.6,86,45.15,208.8,102,17.75,182.5,105,8.21,11.1,6,3,2,1
NV,69,1,1,33,271.5,98,46.16,253.4,102,21.54,165.4,85,7.44,8.2,2,2.21,1,1
VA,68,1,0,0,148.5,126,25.25,219.4,125,18.65,198.5,121,8.93,14.5,7,3.92,1,1
KY,75,0,0,0,314.6,102,53.48,169.8,86,14.43,285.1,100,12.83,5.7,3,1.54,2,1
CO,121,1,0,0,167.7,94,28.51,93.7,121,7.96,241.3,115,10.86,13.4,1,3.62,3,1
SC,87,0,0,0,322.5,106,54.83,204.6,93,17.39,186.2,128,8.38,9.4,4,2.54,2,1
NE,96,0,0,0,180.6,92,30.7,190.9,114,16.23,295.6,125,13.3,10.3,4,2.78,1,1
MA,136,1,0,0,199.6,89,33.93,211.4,96,17.97,72.4,84,3.26,11,4,2.97,3,1
AL,93,0,0,0,267.9,114,45.54,223,74,18.96,262.7,90,11.82,11.3,3,3.05,3,1
MA,98,0,0,0,271.4,119,46.14,190.4,102,16.18,284.7,118,12.81,11.1,6,3,4,1
LA,109,0,1,27,166.9,85,28.37,221.2,92,18.8,197.3,97,8.88,12.3,4,3.32,1,1
ME,97,0,0,0,120.8,96,20.54,169.8,101,14.43,194.1,63,8.73,11.9,3,3.21,4,1
CT,23,0,0,0,321.6,107,54.67,251.6,115,21.39,141.1,158,6.35,11.3,3,3.05,2,1
MD,61,0,0,0,260,123,44.2,210.5,127,17.89,234.7,70,10.56,9,3,2.43,1,1
WV,161,0,0,0,191.9,113,32.62,70.9,87,6.03,204.8,107,9.22,13.4,4,3.62,4,1
AR,118,0,0,0,267.8,145,45.53,316.4,121,26.89,208.6,91,9.39,14.4,11,3.89,5,1
MO,179,0,0,0,287.3,123,48.84,288,114,24.48,266,112,11.97,10.5,4,2.84,0,1
KY,74,1,0,0,125.8,103,21.39,207.7,96,17.65,207.4,143,9.33,14.1,4,3.81,1,1
NV,81,0,1,28,167.9,147,28.54,190.7,105,16.21,193,103,8.69,9.2,6,2.48,4,1
NJ,46,0,0,0,257.4,67,43.76,261.1,91,22.19,204.4,107,9.2,13.4,5,3.62,2,1
NJ,48,0,1,22,152,63,25.84,258.8,131,22,263.2,109,11.84,15.7,5,4.24,2,1
NM,122,0,1,33,174.9,103,29.73,248.2,105,21.1,164.6,116,7.41,13.5,3,3.65,1,1
DE,129,0,0,0,334.3,118,56.83,192.1,104,16.33,191,83,8.59,10.4,6,2.81,0,1
GA,93,0,1,21,134.2,105,22.81,162.5,128,13.81,186.6,90,8.4,11.8,2,3.19,4,1
VT,63,0,0,0,278,102,47.26,266.4,114,22.64,224.1,118,10.08,13.1,4,3.54,4,1
NY,64,1,0,0,346.8,55,58.96,249.5,79,21.21,275.4,102,12.39,13.3,9,3.59,1,1
KS,110,1,1,27,267.9,103,45.54,263.3,74,22.38,178.1,106,8.01,8.3,2,2.24,1,1
MI,133,0,0,0,277.3,138,47.14,228.4,117,19.41,117.3,103,5.28,12.8,4,3.46,2,1
WY,76,0,0,0,263.4,148,44.78,230.3,69,19.58,170.6,101,7.68,11.4,5,3.08,1,1
UT,161,1,0,0,194.2,106,33.01,249.4,105,21.2,254.9,129,11.47,12.9,1,3.48,1,1
VA,99,0,1,42,216,125,36.72,232.3,104,19.75,215.5,100,9.7,9.3,4,2.51,2,1
CA,112,0,0,0,111.9,92,19.02,114,143,9.69,146.8,79,6.61,14.1,3,3.81,5,1
NY,108,0,0,0,154.2,123,26.21,112.3,86,9.55,246.4,75,11.09,15.4,4,4.16,4,1
ME,80,0,0,0,322.3,113,54.79,222,95,18.87,162.8,123,7.33,6.7,8,1.81,0,1
NJ,111,0,0,0,176.9,128,30.07,102.8,56,8.74,213.7,84,9.62,10.5,2,2.84,4,1
NJ,135,0,1,28,201.4,100,34.24,246.5,117,20.95,154.8,131,6.97,12.9,4,3.48,2,1
OH,98,0,0,0,165,129,28.05,202.6,113,17.22,172.3,94,7.75,12.5,7,3.38,1,1
MI,91,0,0,0,154.4,165,26.25,168.3,121,14.31,239.9,81,10.8,11.7,4,3.16,5,1
NE,159,0,0,0,189.1,105,32.15,246.1,147,20.92,242,106,10.89,10.4,5,2.81,1,1
NV,64,0,0,0,148.1,73,25.18,164.9,101,14.02,216,125,9.72,12.3,2,3.32,5,1
WY,106,1,1,26,270.3,111,45.95,215.2,90,18.29,254,133,11.43,14.4,7,3.89,1,1
UT,105,0,0,0,106.4,71,18.09,240.1,83,20.41,147.7,114,6.65,5.3,4,1.43,6,1
GA,132,0,0,0,193.3,106,32.86,128.3,94,10.91,162.1,119,7.29,11.6,4,3.13,5,1
KS,167,0,0,0,131.6,120,22.37,211.3,96,17.96,168.3,97,7.57,11.1,4,3,4,1
MD,172,0,0,0,287.1,108,48.81,178.4,125,15.16,153.2,98,6.89,14.4,2,3.89,3,1
MD,88,1,0,0,235.1,98,39.97,251.8,79,21.4,285.9,76,12.87,7.2,2,1.94,4,1
NM,119,1,1,15,160,95,27.2,209.5,110,17.81,82.3,107,3.7,8.7,5,2.35,5,1
IL,78,1,0,0,236.8,141,40.26,265.3,101,22.55,152.4,77,6.86,9.5,2,2.57,1,1
CO,105,0,0,0,270.9,98,46.05,226.2,110,19.23,178.8,60,8.05,8.8,5,2.38,0,1
KS,24,0,0,0,243,91,41.31,183.9,77,15.63,184.3,109,8.29,15.3,6,4.13,0,1
TN,108,0,1,34,162.1,83,27.56,171.8,117,14.6,259.8,76,11.69,9.6,3,2.59,4,1
MN,62,0,1,33,186.4,84,31.69,201,136,17.09,286.7,103,12.9,11.1,3,3,2,1
MA,40,0,1,31,224.7,69,38.2,134.5,81,11.43,120.3,104,5.41,7.5,5,2.03,1,1
FL,55,0,1,45,130.5,114,22.19,208.4,94,17.71,141.6,114,6.37,11,5,2.97,4,1
MT,28,0,0,0,121.7,48,20.69,125.8,112,10.69,261.6,122,11.77,8.3,2,2.24,6,1
MI,51,0,0,0,229.7,129,39.05,336,104,28.56,192.8,128,8.68,9.6,1,2.59,1,1
NY,163,0,0,0,247.7,77,42.11,269.5,108,22.91,167.3,82,7.53,9.6,7,2.59,0,1
NC,58,0,0,0,112.2,95,19.07,209.6,108,17.82,260.9,78,11.74,13.9,1,3.75,0,1
OR,135,0,0,0,263.8,66,44.85,251.3,116,21.36,200.1,112,9,8.4,2,2.27,5,1
UT,49,0,0,0,266.3,90,45.27,207.8,117,17.66,205,98,9.23,14,2,3.78,2,1
WA,171,0,0,0,270.5,69,45.99,230,112,19.55,136,111,6.12,9.6,5,2.59,1,1
TX,82,0,0,0,189.2,81,32.16,184.4,117,15.67,255.8,83,11.51,10.6,5,2.86,3,1
WA,45,0,0,0,78.6,106,13.36,187.3,110,15.92,184.2,111,8.29,7.4,5,2,1,1
DE,2,1,0,0,132.1,42,22.46,138.9,88,11.81,192.6,119,8.67,9.1,1,2.46,2,1
TN,17,0,1,31,153.1,115,26.03,185.9,59,15.8,224.3,102,10.09,10,1,2.7,6,1
ID,193,0,0,0,96.8,92,16.46,142.6,103,12.12,210.1,115,9.45,10.9,5,2.94,2,1
KS,126,0,0,0,321.3,99,54.62,167.9,93,14.27,193.6,106,8.71,8,4,2.16,1,1
WY,97,1,0,0,236.9,107,40.27,157.6,105,13.4,241,120,10.85,7.3,2,1.97,0,1
WA,90,1,0,0,148.2,96,25.19,220.4,111,18.73,134.2,97,6.04,9.2,1,2.48,4,1
MA,111,0,0,0,284.4,89,48.35,157,113,13.35,242.8,91,10.93,8.4,8,2.27,0,1
SD,98,0,0,0,0,0,0,159.6,130,13.57,167.1,88,7.52,6.8,1,1.84,4,1
PA,106,1,0,0,133.7,45,22.73,187.8,107,15.96,181.9,89,8.19,10.7,2,2.89,1,1
WA,55,0,0,0,285.7,124,48.57,230.9,106,19.63,230.7,140,10.38,14.8,7,4,0,1
VT,73,0,0,0,217.8,91,37.03,220.6,97,18.75,277.3,89,12.48,10.3,6,2.78,1,1
CT,115,0,0,0,245,97,41.65,250.7,75,21.31,270.2,124,12.16,13.7,8,3.7,1,1
SC,108,0,0,0,112,105,19.04,193.7,110,16.46,208.9,93,9.4,4.1,4,1.11,4,1
OH,65,0,0,0,245.7,139,41.77,241.9,113,20.56,285.3,117,12.84,4.2,5,1.13,4,1
OK,101,0,0,0,269.7,85,45.85,207.6,86,17.65,214.2,107,9.64,4.5,15,1.22,3,1
MT,125,0,0,0,143.2,80,24.34,88.1,94,7.49,233.2,135,10.49,8.8,7,2.38,4,1
MS,73,0,1,31,82.3,105,13.99,256.1,91,21.77,229.6,98,10.33,11.8,2,3.19,6,1
MI,81,1,0,0,149.4,68,25.4,171.9,98,14.61,214.5,97,9.65,17.9,3,4.83,3,1
IL,89,1,1,19,112.6,114,19.14,261.7,132,22.24,123.5,116,5.56,11.1,2,3,0,1
ME,102,0,0,0,195.7,116,33.27,209.1,87,17.77,201.1,73,9.05,8.3,3,2.24,1,1
UT,133,0,1,44,174,80,29.58,209.4,113,17.8,224.1,87,10.08,14.1,7,3.81,2,1
DE,67,1,1,35,181.1,59,30.79,215.9,116,18.35,216.3,106,9.73,16.9,4,4.56,0,1
MD,76,1,0,0,273.3,66,46.46,263.6,121,22.41,165.2,84,7.43,12,7,3.24,1,1
AR,107,1,0,0,133.3,106,22.66,182.9,89,15.55,241.1,123,10.85,12.9,2,3.48,3,1
MT,126,0,1,30,153.4,90,26.08,151.4,97,12.87,153.8,97,6.92,12.8,4,3.46,4,1
UT,68,0,0,0,213.9,112,36.36,260.5,100,22.14,233.8,97,10.52,8.4,3,2.27,1,1
OH,143,0,0,0,223.3,99,37.96,167.1,128,14.2,203,84,9.14,4.5,4,1.22,0,1
IA,81,0,0,0,261.4,141,44.44,215.7,102,18.33,271.8,96,12.23,8,6,2.16,1,1
DE,138,1,0,0,46.5,104,7.91,186,114,15.81,167.5,95,7.54,9.6,4,2.59,4,1
CA,103,0,1,18,149.9,84,25.48,170.9,84,14.53,171.5,112,7.72,11.5,7,3.11,0,1
WY,127,1,0,0,242.2,102,41.17,226.1,80,19.22,252,96,11.34,13.9,5,3.75,2,1
OR,136,0,0,0,259.4,99,44.1,172.7,125,14.68,293.7,78,13.22,10.7,6,2.89,1,1
ME,118,1,1,21,156.5,122,26.61,209.2,125,17.78,158.7,81,7.14,11.1,3,3,4,1
WV,113,0,0,0,61.2,111,10.4,92.3,88,7.85,197.4,114,8.88,13.7,3,3.7,5,1
MI,225,0,0,0,165.4,106,28.12,273.7,109,23.26,210,93,9.45,8.7,3,2.35,0,1
NJ,85,0,0,0,236.9,93,40.27,197.7,113,16.8,309.1,78,13.91,11.4,7,3.08,2,1
KS,105,1,0,0,273.9,119,46.56,278.6,103,23.68,255.3,90,11.49,10.9,7,2.94,1,1
AR,99,1,0,0,242.3,102,41.19,350.9,102,29.83,163.1,93,7.34,11.3,3,3.05,0,1
MT,184,0,0,0,236.4,73,40.19,287.3,120,24.42,192,94,8.64,13.8,4,3.73,1,1
NH,149,0,0,0,119.2,88,20.26,168.3,110,14.31,204.7,119,9.21,12.2,6,3.29,4,1
AZ,66,0,0,0,154,133,26.18,198.9,121,16.91,151.9,100,6.84,9.5,3,2.57,4,1
MD,116,0,0,0,159.4,79,27.1,179.5,88,15.26,167.8,71,7.55,9.7,2,2.62,6,1
MN,173,0,0,0,291.8,143,49.61,214.3,134,18.22,151.2,119,6.8,9.9,2,2.67,0,1
CT,64,1,0,0,225.3,134,38.3,108.2,87,9.2,139.6,132,6.28,17.3,9,4.67,1,1
MD,93,1,0,0,131.4,78,22.34,219.7,106,18.67,155.7,103,7.01,11.1,2,3,1,1
AL,197,1,0,0,127.3,80,21.64,222.3,115,18.9,173.9,95,7.83,13.7,5,3.7,5,1
NV,76,1,0,0,241,120,40.97,231.8,96,19.7,220.2,67,9.91,9.9,1,2.67,1,1
OK,82,0,0,0,329.8,73,56.07,208.3,120,17.71,267.1,102,12.02,10.6,6,2.86,0,1
OR,95,0,0,0,269,120,45.73,233.7,120,19.86,179.3,61,8.07,7.3,4,1.97,2,1
PA,79,0,0,0,268.3,114,45.61,185.5,111,15.77,264.6,88,11.91,6.3,7,1.7,1,1
VT,99,0,0,0,115.5,75,19.64,218.1,111,18.54,254.9,98,11.47,11.5,7,3.11,7,1
MA,34,0,0,0,293.7,89,49.93,272.5,71,23.16,178.2,76,8.02,11,10,2.97,2,1
OR,140,0,0,0,120.3,108,20.45,240.4,84,20.43,216.4,74,9.74,7.7,3,2.08,4,1
FL,144,0,0,0,278.5,95,47.35,240.7,90,20.46,120,90,5.4,11.6,5,3.13,1,1
WV,50,0,0,0,131.1,129,22.29,160.5,94,13.64,206.9,88,9.31,5.6,9,1.51,5,1
MO,76,0,0,0,129.7,84,22.05,177.5,80,15.09,228.9,87,10.3,7.5,3,2.03,5,1
AZ,109,1,0,0,268.4,85,45.63,150.6,131,12.8,297.9,84,13.41,9.7,8,2.62,2,1
TX,70,0,0,0,232.8,95,39.58,303.4,111,25.79,255.6,104,11.5,12.9,7,3.48,0,1
NV,115,0,0,0,286.4,125,48.69,205.7,74,17.48,191.4,141,8.61,6.9,6,1.86,1,1
NJ,80,0,0,0,268.7,120,45.68,301,147,25.59,167,140,7.52,5.8,1,1.57,2,1
DC,60,0,0,0,179.3,147,30.48,208.9,89,17.76,248.2,98,11.17,13.5,6,3.65,1,1
ME,23,0,0,0,113.1,74,19.23,168.8,95,14.35,262.9,126,11.83,6.9,2,1.86,1,1
NY,181,1,0,0,161.3,83,27.42,124.4,83,10.57,262,98,11.79,14.1,3,3.81,0,1
NC,54,1,0,0,190.5,108,32.39,259.7,108,22.07,141.5,111,6.37,9.7,2,2.62,2,1
CT,77,0,0,0,245.2,87,41.68,254.1,83,21.6,239.4,91,10.77,7.5,4,2.03,0,1
NM,111,0,0,0,132.6,125,22.54,221.1,67,18.79,127.9,101,5.76,12.7,2,3.43,4,1
MN,115,1,0,0,122,110,20.74,220.2,100,18.72,179.7,124,8.09,10.8,2,2.92,2,1
OR,149,0,0,0,242.5,83,41.23,245.4,97,20.86,219.6,80,9.88,10,3,2.7,3,1
DE,51,1,0,0,153.6,108,26.11,232.9,85,19.8,214.2,92,9.64,14.1,4,3.81,0,1
NY,54,0,0,0,286.6,73,48.72,223.2,108,18.97,203.7,107,9.17,11.5,5,3.11,1,1
CT,125,1,0,0,187.3,118,31.84,160.7,111,13.66,263.8,112,11.87,9.6,2,2.59,0,1
NH,117,1,0,0,54.2,100,9.21,303.2,84,25.77,171.8,84,7.73,8.6,2,2.32,1,1
WA,97,0,0,0,276.1,82,46.94,201.1,106,17.09,231.3,73,10.41,8.9,4,2.4,0,1
SC,77,0,1,28,135.9,117,23.1,244.5,102,20.78,207.5,74,9.34,11.5,3,3.11,4,1
NC,80,1,0,0,189.1,122,32.15,223.2,92,18.97,269,116,12.11,13.9,3,3.75,2,1
PA,119,0,0,0,287.1,115,48.81,159.3,99,13.54,216.8,86,9.76,13.9,1,3.75,2,1
NC,162,0,1,26,179.7,144,30.55,218.1,129,18.54,212.3,105,9.55,9.3,8,2.51,1,1
MO,85,0,0,0,165.8,96,28.19,190,141,16.15,144,116,6.48,10.9,3,2.94,5,1
NM,107,0,0,0,222.3,101,37.79,286,111,24.31,249.4,117,11.22,12.1,4,3.27,1,1
MA,119,1,1,16,147.2,103,25.02,160.1,96,13.61,184,120,8.28,7.7,2,2.08,0,1
OH,133,1,0,0,254.7,103,43.3,252.2,80,21.44,178.1,103,8.01,8,3,2.16,0,1
MI,146,0,0,0,149.3,83,25.38,187.1,130,15.9,149.8,100,6.74,7.9,4,2.13,7,1
TX,119,0,0,0,81.9,75,13.92,253.8,114,21.57,213.1,125,9.59,8.9,1,2.4,2,1
MS,101,0,0,0,239,156,40.63,273,106,23.21,278.2,93,12.52,13.5,8,3.65,1,1
KY,39,0,0,0,295.4,126,50.22,232.1,117,19.73,204.4,123,9.2,11.5,2,3.11,1,1
CT,56,0,0,0,162.3,99,27.59,149.1,78,12.67,255.5,115,11.5,14.8,1,4,4,1
NE,76,0,0,0,272.7,97,46.36,236.4,95,20.09,235.5,105,10.6,7.7,2,2.08,0,1
OK,105,1,1,28,156.1,89,26.54,107.1,114,9.1,167.7,95,7.55,14.7,3,3.97,0,1
SD,91,0,0,0,153,123,26.01,141.1,127,11.99,171.5,76,7.72,10.3,15,2.78,1,1
WI,147,1,0,0,225.2,111,38.28,184.9,98,15.72,143.2,146,6.44,9.9,1,2.67,0,1
IN,68,0,0,0,249.9,127,42.48,254.5,118,21.63,273.2,98,12.29,8.9,6,2.4,2,1
VT,159,0,0,0,275.8,103,46.89,189.5,108,16.11,223.9,93,10.08,7.4,5,2,2,1
NJ,93,1,1,38,225.7,117,38.37,119.6,122,10.17,193.2,125,8.69,14,7,3.78,1,1
WA,174,0,1,33,167.8,91,28.53,205.3,91,17.45,130,132,5.85,14.5,4,3.92,4,1
NH,103,0,0,0,150.6,125,25.6,169.1,126,14.37,221.2,104,9.95,10.4,8,2.81,8,1
WA,100,0,0,0,70.8,94,12.04,215.6,102,18.33,230.8,125,10.39,9.5,1,2.57,6,1
PA,119,0,0,0,260.1,101,44.22,256.5,68,21.8,229.1,89,10.31,10,2,2.7,1,1
HI,105,0,0,0,281.3,124,47.82,301.5,96,25.63,202.8,109,9.13,8.7,3,2.35,0,1
MD,108,1,1,42,130.1,90,22.12,167,128,14.2,244.7,80,11.01,13.6,5,3.67,3,1
AZ,113,0,0,0,128.7,100,21.88,227.1,67,19.3,178.1,135,8.01,9.2,4,2.48,2,1
TX,52,0,0,0,155,110,26.35,133.4,104,11.34,176.1,84,7.92,7,4,1.89,4,1
ND,71,0,0,0,238,82,40.46,278.5,94,23.67,193.1,134,8.69,11.8,10,3.19,0,1
NY,139,0,0,0,236.6,109,40.22,169.9,107,14.44,212.3,118,9.55,11.1,2,3,1,1
KY,113,0,1,20,157.8,83,26.83,161.5,56,13.73,271.5,100,12.22,8.7,2,2.35,5,1
SC,49,1,0,0,237.8,92,40.43,208.9,119,17.76,167.8,86,7.55,15.6,6,4.21,2,1
RI,106,1,0,0,204,84,34.68,168.5,61,14.32,164,102,7.38,13.3,3,3.59,3,1
TN,112,0,0,0,272.5,119,46.33,226.1,94,19.22,159.1,94,7.16,16.4,5,4.43,3,1
TX,73,0,0,0,286.4,109,48.69,178.2,67,15.15,214.2,152,9.64,10.7,14,2.89,1,1
SD,93,0,0,0,328.1,106,55.78,151.7,89,12.89,303.5,114,13.66,8.7,3,2.35,1,1
OK,154,1,0,0,145.9,69,24.8,208.2,141,17.7,180.9,106,8.14,14.4,10,3.89,0,1
NJ,162,0,0,0,217.6,87,36.99,279,71,23.72,250.7,65,11.28,10.4,4,2.81,2,1
TX,136,0,0,0,269.8,106,45.87,228.8,101,19.45,257.5,106,11.59,10.1,8,2.73,1,1
KS,94,0,0,0,269.2,104,45.76,193.8,144,16.47,257.6,61,11.59,8.9,2,2.4,3,1
OR,53,0,0,0,261.2,119,44.4,250.8,105,21.32,176,112,7.92,9.8,2,2.65,0,1
NH,95,1,0,0,228.9,134,38.91,255.7,71,21.73,208,120,9.36,10.1,2,2.73,4,1
MA,71,0,0,0,290.4,108,49.37,253.9,92,21.58,263.3,126,11.85,10.1,5,2.73,3,1
NH,74,0,0,0,298.1,112,50.68,201.3,100,17.11,214.7,88,9.66,9.7,4,2.62,2,1
GA,128,1,1,18,222.1,89,37.76,160.6,109,13.65,218.8,102,9.85,13.6,2,3.67,0,1
MN,123,0,0,0,236.2,135,40.15,273.9,88,23.28,227,77,10.22,10.1,6,2.73,2,1
LA,150,0,0,0,136.6,112,23.22,209.4,81,17.8,161.1,78,7.25,12.2,2,3.29,4,1
NJ,60,0,0,0,289.8,101,49.27,255.6,115,21.73,242.8,76,10.93,11.7,4,3.16,2,1
CA,138,1,0,0,196.2,129,33.35,176.5,86,15,232.4,108,10.46,15.2,1,4.1,0,1
TX,37,1,0,0,172.9,119,29.39,183,86,15.56,226.4,100,10.19,9.8,1,2.65,0,1
CA,111,0,0,0,249.8,109,42.47,242.4,106,20.6,231.8,78,10.43,11.6,4,3.13,0,1
VA,92,1,0,0,252.3,120,42.89,207,112,17.6,284.6,95,12.81,12,5,3.24,3,1
MT,100,0,0,0,96.5,86,16.41,210.2,133,17.87,146.4,106,6.59,12.5,3,3.38,1,1
NE,126,0,0,0,249.8,96,42.47,261.9,92,22.26,166.8,108,7.51,12.7,4,3.43,3,1
SC,212,0,0,0,226,127,38.42,304.6,83,25.89,181.2,132,8.15,12.6,4,3.4,2,1
AL,172,0,0,0,270,102,45.9,256.6,111,21.81,168.5,104,7.58,12,5,3.24,2,1
FL,166,1,0,0,47.7,89,8.11,264.4,95,22.47,235.2,97,10.58,13.2,3,3.56,0,1
NV,94,1,0,0,89.5,94,15.22,339.9,106,28.89,172.9,76,7.78,7.9,1,2.13,1,1
NC,115,1,0,0,251.3,69,42.72,252.5,96,21.46,118.3,112,5.32,9.9,1,2.67,3,1
KS,47,1,0,0,47.8,120,8.13,178.9,123,15.21,152.6,96,6.87,13.3,7,3.59,0,1
NM,41,0,0,0,232.1,74,39.46,327.1,88,27.8,226.5,119,10.19,10.9,2,2.94,3,1
WA,167,0,0,0,169.2,124,28.76,173.3,108,14.73,216.5,64,9.74,12.4,4,3.35,4,1
PA,97,1,0,0,145,103,24.65,294.3,93,25.02,239.8,120,10.79,11,2,2.97,4,1
UT,71,0,0,0,278.9,110,47.41,190.2,67,16.17,255.2,84,11.48,11.7,7,3.16,0,1
TX,98,0,0,0,217.2,121,36.92,303.4,73,25.79,197.1,71,8.87,12.4,2,3.35,0,1
MS,13,0,0,0,303.2,133,51.54,170.5,86,14.49,227.6,80,10.24,11.5,3,3.11,0,1
MI,116,0,0,0,133.3,94,22.66,247.8,126,21.06,219,78,9.86,11.3,5,3.05,5,1
NV,88,0,0,0,166.7,61,28.34,179.3,88,15.24,242.7,131,10.92,6.8,7,1.84,4,1
NE,61,0,0,0,267.1,104,45.41,180.4,131,15.33,230.6,106,10.38,17.3,4,4.67,1,1
TN,80,1,0,0,276.5,122,47.01,195.6,79,16.63,210.3,78,9.46,7.2,3,1.94,1,1
MS,29,0,0,0,313.2,103,53.24,216.3,151,18.39,218.4,106,9.83,12.8,4,3.46,2,1
AR,98,0,0,0,227.1,116,38.61,120.5,103,10.24,117,102,5.27,4.7,4,1.27,5,1
NV,113,0,0,0,245.3,108,41.7,259.9,140,22.09,204.3,115,9.19,10.7,2,2.89,3,1
LA,124,0,0,0,143.3,120,24.36,230.7,111,19.61,214.3,91,9.64,7.8,2,2.11,4,1
UT,110,0,0,0,271.1,108,46.09,237,122,20.15,239.9,122,10.8,9.8,5,2.65,2,1
NY,82,0,0,0,167.1,77,28.41,131.8,79,11.2,187.4,98,8.43,9.4,1,2.54,6,1
MN,124,1,0,0,157.8,71,26.83,203.2,114,17.27,168.7,82,7.59,10,2,2.7,3,1
TN,120,1,0,0,179.9,72,30.58,170,98,14.45,190.6,89,8.58,13.8,2,3.73,1,1
IL,68,1,1,29,195.5,113,33.24,171.6,96,14.59,204,85,9.18,13.5,9,3.65,1,1
MT,102,0,0,0,273.2,85,46.44,211.1,82,17.94,203.7,129,9.17,13.1,7,3.54,2,1
FL,105,0,0,0,273.8,97,46.55,289.7,106,24.62,269.1,126,12.11,5.8,3,1.57,2,1
WI,153,0,0,0,159.5,103,27.12,275.5,90,23.42,176.7,126,7.95,10.1,2,2.73,1,1
NY,112,0,0,0,174.3,123,29.63,140.2,124,11.92,215.4,89,9.69,9,6,2.43,4,1
NV,42,0,0,0,303.9,106,51.66,232.2,54,19.74,147.1,76,6.62,5.8,3,1.57,1,1
ND,101,0,1,36,123.7,125,21.03,172.6,106,14.67,280.5,127,12.62,8.8,4,2.38,1,1
NJ,53,0,0,0,228.6,117,38.86,132.8,123,11.29,227.2,124,10.22,10.1,2,2.73,9,1
CT,120,1,0,0,202,123,34.34,184.3,78,15.67,176,89,7.92,7.4,2,2,2,1
MI,108,0,1,32,209.5,108,35.62,109.6,64,9.32,189.7,145,8.54,9.1,6,2.46,6,1
